q1,q2,q3,q4,q5,q6,q7,x,y,z
-20,46,-46,56,137,-17,8,0.196,-0.797,0.25
-61,40,-55,111,155,-86,7,0.284,-0.013,-0.038
-21,-15,133,112,-173,112,-114,-0.505,0.643,0.027
-76,-64,-139,15,142,-85,-13,-0.062,-0.18,0.69
-53,-83,76,132,45,67,-93,0.268,0.362,0.798
-7,8,155,31,-98,14,60,0.334,-0.746,-0.001
-116,21,-114,23,-79,-17,-150,-0.198,-0.195,0.38
46,-87,-79,29,-84,112,139,-0.027,0.409,-0.006
31,-97,117,86,-21,118,167,-0.259,0.215,-0.025
-2,-65,105,0,-49,-12,-162,-0.353,0.881,0.196
-29,25,143,137,33,-37,-133,-0.281,-0.414,0.88
43,-58,-146,140,170,62,-67,-0.768,-0.271,0.436
-93,-55,-164,33,-175,35,-175,0.48,0.112,0.528
9,-66,165,55,71,51,-31,0.326,0.558,0.457
-97,-74,10,62,42,-13,129,-0.971,-0.118,0.22
-117,16,-114,69,-56,12,13,0.577,0.51,-0.32
-52,-48,170,79,-43,23,98,-0.583,-0.061,0.315
50,24,-143,84,-14,-52,141,-0.123,0.491,0.335
-139,11,165,47,89,5,-131,0.014,0.38,0.715
-89,55,-10,135,120,94,55,0.339,0.404,0.203
6,41,-152,58,-14,71,167,-0.035,-0.771,0.13
-67,-92,162,133,-99,61,2,0.203,0.669,0.551
-48,-49,-85,144,-138,-34,126,-0.44,0.514,0.371
-55,6,15,63,-9,70,95,0.011,-0.113,1.214
-131,41,106,28,-33,-49,-138,0.633,-0.104,0.493
45,-69,16,23,139,67,136,-0.291,0.266,0.707
33,-22,23,59,-143,104,-55,0.08,0.303,0.034
50,-81,158,85,-25,12,72,0.264,-0.45,0.033
-83,-22,116,51,-21,62,103,-0.42,-0.722,-0.223
-27,-63,149,88,140,-72,41,-0.266,0.158,0.824
-125,-109,-94,-2,17,-21,-133,0.255,-0.067,0.155
23,-80,84,2,-101,-82,-90,0.041,-0.822,0.175
-63,-107,-42,13,-39,-48,-171,0.162,0.094,0.978
-35,-74,3,107,116,70,-126,-0.613,0.735,0.627
-66,59,-169,71,124,-33,77,0.021,0.116,-0.35
-120,-20,49,10,-160,-56,-158,-0.255,-0.128,-0.129
-53,48,16,21,-37,87,-26,-0.185,0.256,-0.433
-139,-29,-1,13,173,-9,-133,-0.269,-0.479,-0.066
-28,-42,112,7,128,-86,75,-0.541,0.502,-0.014
49,-80,105,131,118,32,-89,0.284,-0.924,0.333
-94,-111,-173,131,117,7,-163,0.525,-0.359,-0.31
-120,-7,-148,5,-24,32,-110,0.033,-0.088,1.092
33,-106,166,17,-143,13,85,0.268,0.65,0.134
40,-10,71,29,-143,24,47,0.462,0.106,-0.113
15,-4,134,43,135,48,-169,-0.071,0.74,0.241
-1,-98,54,53,107,79,-16,0.201,-0.568,0.111
-28,-48,94,71,50,52,150,-0.143,0.532,0.413
48,11,-74,94,-11,-59,84,0.364,0.488,0.476
9,-38,-82,86,-141,111,-64,0.256,-0.228,0.485
16,5,-163,135,-172,15,-29,0.002,-0.066,0.715
-8,-105,-60,109,131,83,-90,0.215,-0.679,0.089
-128,31,-24,53,-162,-42,149,-0.177,-0.178,0.293
-35,-44,139,45,-14,52,13,-0.349,0.223,1.007
-60,-88,124,136,-30,-27,59,0.225,-0.276,0.754
26,-32,-143,30,23,37,-125,0.37,-0.385,0.807
-5,-7,-83,78,-163,-28,31,0.176,-0.399,0.461
7,-83,127,52,-99,73,77,-0.22,0.035,0.675
-82,-92,-111,19,-98,12,84,0.697,-0.681,-0.136
-109,-44,-132,28,-17,-82,4,-0.59,0.127,0.316
-120,-4,-68,51,-52,-82,-69,0.329,-0.675,-0.436
-94,31,-142,23,-12,94,-149,0.424,0.332,0.663
-92,-104,-19,19,-3,47,-129,0.137,0.363,-0.237
-56,-36,81,50,54,-34,-7,0.655,0.204,0.128
-65,-120,16,24,172,-17,118,-0.051,-0.17,0.85
-138,-8,98,32,145,86,-153,-0.531,-0.449,0.098
-47,11,-33,32,60,-84,81,0.197,0.448,0.678
4,-60,-70,98,152,-85,-155,-0.439,-0.159,0.028
-132,-17,-130,105,83,48,116,0.472,-0.458,0.028
-68,49,2,76,-155,75,-7,-0.478,-0.758,0.494
-2,21,153,51,24,20,-35,-0.503,-0.647,-0.223
12,-9,-155,33,-53,-31,10,-0.191,0.044,-0.583
-64,-73,136,8,-36,107,-78,-0.056,-0.725,0.745
50,27,-40,87,-140,101,-134,0.829,-0.343,-0.043
-115,-12,-19,60,-8,-14,16,-0.143,0.141,0.221
9,-108,-166,86,6,-48,22,0.451,-0.32,0.471
-100,-25,141,-2,-161,-21,47,0.389,0.172,0.779
37,37,94,79,147,26,54,-0.15,-0.344,0.128
-137,18,137,106,174,-50,-33,-0.306,-0.698,0.665
32,-90,-12,44,-69,-61,-59,-0.466,-0.576,0.383
-66,-10,-29,141,-99,80,39,-0.074,0.037,-0.296
-4,-46,110,78,-156,-44,160,-0.124,-0.088,-0.318
-41,-67,-82,111,-103,25,-16,-0.431,0.156,0.767
-52,38,-157,129,79,-41,111,-0.119,-0.221,0.301
-22,-36,166,16,-15,5,58,-0.039,0.02,-0.048
-70,-30,-32,87,-98,21,103,0.499,-0.347,0.46
-39,-79,41,22,166,99,-55,0.138,-0.037,-0.143
-15,-88,105,123,132,24,63,0.355,0.233,0.321
-29,40,59,39,166,21,-170,-0.481,0.573,0.303
13,-96,-71,128,-121,114,2,0.239,-0.552,-0.133
45,-53,-113,36,-169,-13,93,0.737,-0.003,0.228
33,-80,79,135,168,106,57,-0.386,0.104,0.398
9,-58,1,95,-116,47,96,0.51,-0.226,0.282
42,25,106,138,85,70,57,0.232,0.152,1.122
-57,41,108,103,-113,21,25,-0.372,-0.065,0.301
-126,59,116,7,53,-49,-26,0.52,-0.812,0.154
36,-49,83,142,172,29,-98,-0.399,-0.209,0.481
25,-67,-56,96,-167,98,110,0.004,-0.171,-0.033
-79,4,-68,83,-53,39,69,0.757,-0.137,-0.062
-111,55,-85,108,137,18,-41,0.707,-0.278,-0.118
-98,33,-118,47,-131,113,31,0.058,0.207,-0.239
-119,-112,-48,2,-17,47,-112,0.152,0.268,0.304
-102,13,-116,142,121,-4,-59,0.074,-0.386,0.333
-39,-110,93,43,36,-57,11,-0.273,-0.351,-0.501
2,7,-99,93,27,19,38,0.372,0.594,0.759
36,-25,5,100,156,-44,124,0.192,-0.118,1.222
-23,-13,111,28,55,62,88,0.264,-0.164,0.022
-9,-41,-128,114,-33,60,-171,-0.391,0.5,0.006
-21,-20,-111,5,78,-23,-1,-0.269,0.21,0.601
-67,-98,-67,-3,75,4,-110,-0.137,0.152,-0.187
-68,-95,-129,38,-14,79,-13,0.029,-0.294,0.82
-34,-33,130,141,104,-72,-132,-0.176,0.139,0.271
-88,-76,23,112,4,-17,-102,-0.268,0.36,0.531
-113,-45,-33,87,-32,-39,86,-0.566,0.215,0.409
17,-121,-115,4,63,67,-162,-0.153,0.256,-0.075
-93,27,-125,59,141,103,-35,0.085,0.175,-0.079
25,54,-95,25,147,-1,-48,-0.529,-0.715,0.023
8,57,150,32,123,35,-96,0.014,0.572,0.656
-10,-46,74,28,-9,44,-64,-0.109,0.571,0.079
-1,-54,-107,148,157,23,-97,-0.401,-0.241,0.384
0,-74,121,140,108,19,130,0.72,0.327,-0.057
-64,-85,51,32,-20,20,26,-0.711,-0.08,-0.264
47,-54,56,143,110,31,-85,-0.79,0.343,0.183
-81,-54,-4,8,-41,-56,-40,0.504,0.517,-0.286
-31,15,-149,14,78,94,141,0.435,0.227,-0.492
-86,-14,-152,47,-93,-49,128,0.07,0.217,0.028
-27,-21,-35,54,144,116,-77,0.104,0.381,0.043
-132,-102,45,134,149,4,-120,-0.34,0.327,0.386
10,-8,-91,101,-88,-46,62,0.419,0.572,0.289
10,21,-114,47,-119,58,-165,-0.222,-0.183,0.619
-127,39,141,109,-73,-63,-173,0.67,-0.252,0.458
-78,-46,170,44,-53,-1,101,0.553,0.687,0.171
-38,-1,142,78,28,90,-99,-0.253,-0.284,0.096
-70,-48,-126,104,-106,75,-174,-0.172,-0.243,0.741
-126,41,132,-1,93,10,149,0.154,-0.414,0.118
-134,18,-166,143,-145,-59,-41,0.323,0.092,0.405
-5,-73,-8,86,73,-67,-22,0.028,0.399,0.324
-110,-23,-65,130,-114,83,27,-0.744,-0.024,0.019
15,-70,-144,15,155,65,164,-0.097,-0.065,0.913
-33,-86,-98,53,-30,22,121,-0.086,-0.218,0.026
20,-38,132,47,135,-15,70,0.115,-0.03,0.301
17,-18,54,110,30,0,149,0.488,-0.117,0.422
45,-23,-167,61,-122,15,76,0.105,0.028,0.041
-118,-107,159,118,-161,-71,37,0.152,0.032,1.02
-48,-88,74,11,109,-33,-141,-0.058,-0.269,0.973
29,-17,-80,74,62,-88,47,-0.731,0.385,0.27
15,-62,8,50,-49,-31,-31,-0.383,0.538,1.069
-77,-66,57,130,-64,-47,56,-0.299,0.051,0.326
-91,-62,-28,59,167,37,24,0.19,-0.403,0.507
-20,-77,-64,21,2,-67,63,-0.171,-0.25,0.537
-52,-50,102,121,91,80,103,0.334,-0.462,0.365
31,-108,-15,117,169,-20,-133,-0.007,0.288,0.044
28,-44,-71,11,9,-64,38,-0.158,-0.372,0.956
-116,-75,-19,19,-153,-88,-165,-0.561,-0.049,1.166
1,-99,-65,140,-109,63,-101,0.288,0.157,1.059
-94,-106,-26,50,123,110,-17,0.495,0.22,0.6
-14,-84,138,13,101,52,38,-0.463,0.527,0.471
24,26,-169,141,-24,-27,-114,-0.215,-0.598,0.325
-48,-76,-85,104,-83,-47,144,0.022,-0.311,0.342
-77,-83,-27,82,169,113,27,-0.504,0.726,0.673
-38,-103,4,-3,-13,-89,26,0.369,-0.156,-0.066
-3,-115,144,19,-9,-75,-141,0.683,0.665,0.263
-30,-54,-172,86,-158,78,48,0.166,0.509,0.031
-14,31,112,6,-68,73,159,-0.291,0.212,0.835
38,-47,-89,11,85,109,8,0.276,0.046,0.021
36,-14,69,25,143,0,-57,-0.255,0.864,0.581
-91,-63,1,135,69,-54,99,-0.3,0.17,0.69
-131,-34,102,30,-143,38,-105,0.514,-0.54,0.453
-130,-25,39,67,83,-36,1,0.38,0.137,0.569
29,35,-43,148,-44,-60,-49,-0.08,0.483,0.273
-112,4,110,9,-119,-60,-140,-0.115,-0.235,-0.023
-107,45,-136,4,-2,57,-109,0.506,-0.275,-0.067
50,-47,-98,136,-9,82,-122,-0.459,0.161,0.089
-116,-41,-127,68,-141,-81,173,-0.544,0.062,-0.342
-33,-60,-110,110,158,19,-120,0.343,-0.118,-0.093
40,-63,27,67,87,-27,83,-0.203,0.264,0.341
-18,-78,64,47,163,35,-139,-0.192,-0.407,0.154
22,-34,-45,13,-45,29,54,0.301,0.464,-0.109
-21,52,45,51,144,78,-143,-0.624,-0.206,0.046
-71,-97,-21,106,153,92,43,-0.549,0.333,-0.098
34,-54,-13,149,57,18,-106,-0.357,0.52,0.556
37,-68,-50,70,151,75,-14,0.528,-0.903,0.381
-115,59,130,124,153,77,-78,-0.029,-0.196,-0.202
-45,12,-5,48,-122,-72,-89,-0.086,-0.088,0.366
-88,11,117,112,-45,12,-158,-0.665,0.232,0.511
-58,-97,-139,15,41,-83,-62,-0.19,-0.238,0.571
-59,51,-52,75,-125,-15,156,-0.178,-0.186,0.91
-139,-98,-146,31,-29,-33,109,-0.151,-0.858,0.015
-58,-47,54,23,96,-66,69,-0.287,0.137,-0.078
-51,-90,-90,24,-147,-17,4,-0.207,0.275,-0.067
37,-18,-168,45,-5,-80,-116,0.687,0.059,0.563
38,-54,132,-2,89,-13,-90,0.515,-0.275,0.653
-7,31,-148,117,-121,-60,-56,0.125,0.258,0.435
-80,58,96,104,-75,-48,119,0.373,0.369,0.192
-12,-35,155,64,-23,110,-60,0.449,-0.15,0.43
-123,57,25,71,104,-61,-46,-0.527,0.517,0.6
-137,-35,-96,15,-106,-18,75,0.159,0.36,0.644
27,-53,138,34,168,83,44,0.6,0.024,0.574
-91,-42,67,135,59,76,-80,-0.173,-0.28,0.657
-130,-17,-156,85,-60,31,-82,0.468,0.003,0.107
-41,-5,-57,121,9,-18,143,-0.433,0.773,0.139
-46,-77,100,63,173,15,28,0.157,0.589,0.315
-50,23,-12,80,22,94,62,0.245,-0.711,0.245
-121,-63,163,42,-3,-47,15,0.097,0.125,0.447
-14,-92,-26,48,-46,41,-152,-0.058,-0.168,0.358
-79,42,-153,18,-77,21,-113,0.418,-0.098,-0.083
-98,46,-20,26,4,65,24,-0.238,0.792,0.169
-40,55,-110,6,-152,-21,-136,0.125,0.45,0.658
-83,-62,-128,142,159,49,64,0.542,-0.253,0.558
-21,-111,-170,140,-87,-67,-1,-0.256,0.276,0.248
-18,-5,-45,103,18,-30,13,0.25,-0.169,0.82
-29,-93,-126,71,17,-77,61,0.031,0.579,-0.008
-27,-112,-130,122,103,-29,-65,0.18,-0.236,0.295
-18,-121,36,60,85,40,58,0.252,-0.053,0.181
2,50,-148,84,136,-17,-55,-0.117,-0.523,0.656
26,-30,16,109,43,81,81,-0.096,0.333,0.895
1,-30,-140,77,-40,-41,-172,0.605,0.087,0.528
-125,-83,-60,123,93,56,29,-0.235,0.363,0.386
-99,-94,-76,44,23,7,-154,0.093,0.164,1.236
-49,-62,-39,72,-121,10,54,0.349,-0.04,0.432
22,-33,-131,120,10,-81,143,0.861,0.189,0.569
-100,1,135,110,146,-43,162,-0.048,0.305,0.087
-117,37,-116,148,-107,-58,141,0.025,-0.395,0.141
-19,-72,-170,30,151,-56,-44,0.286,-0.626,-0.257
-123,-57,-16,77,-79,-66,27,0.313,-0.141,0.354
-120,-98,150,32,-130,108,-56,-0.346,-0.689,-0.224
-116,23,-27,42,105,82,117,0.217,-0.006,-0.342
-85,36,-155,89,-154,-86,-36,0.65,0.218,0.011
10,-54,107,129,15,84,-3,-0.034,0.016,0.302
-78,17,73,75,-141,82,31,0.593,0.679,0.259
-110,4,25,70,22,11,-102,0.588,0.187,0.56
-60,-83,79,147,51,21,-105,0.086,-0.161,0.097
13,15,131,94,107,-60,-29,0.595,-0.35,0.227
-79,4,-102,41,-122,-46,4,-0.125,0.03,0.134
-62,-109,-59,46,-7,-81,-12,0.413,-0.068,-0.331
-139,-110,90,20,74,-82,-161,0.076,-0.36,-0.612
15,-8,120,27,-99,79,153,0.147,-0.01,0.618
-134,58,91,84,34,-58,-135,0.207,-0.456,0.257
-19,-39,138,113,-63,-42,56,-0.439,-0.264,0.818
-37,24,-124,31,-72,48,30,-0.297,-0.553,0.435
7,52,8,41,125,71,-136,0.496,-0.066,-0.096
32,-42,-37,67,-164,28,100,0.445,-0.276,0.166
-93,-58,84,59,131,79,41,-0.22,-0.442,0.132
38,33,101,90,138,-50,-119,0.333,-0.412,-0.24
-44,23,128,33,55,-30,122,-0.608,-0.026,-0.188
23,1,-2,90,26,73,171,-0.044,-0.19,0.831
2,-90,-7,4,-118,12,-151,0.363,0.378,-0.11
-136,11,35,89,101,95,168,0.738,0.085,-0.117
-101,-29,-115,69,-155,119,49,0.324,-0.946,-0.06
-94,-22,-35,138,-139,-54,170,0.058,-0.335,-0.279
5,-114,-88,47,-60,-85,-64,0.018,-0.095,0.375
-28,45,165,98,54,-43,-35,-0.428,0.084,-0.08
-39,18,-123,39,-17,93,-37,0.182,0.681,0.416
-52,-65,-134,64,150,79,165,-0.474,0.427,0.1
-20,22,157,39,93,-13,56,-0.773,0.276,0.011
-127,4,107,132,-27,-43,101,-0.831,0.316,0.111
-10,-84,-33,99,-92,103,65,0.312,-0.169,0.049
48,-68,96,126,99,-4,-16,-0.636,-0.386,0.503
-110,-29,-66,13,23,-14,1,-0.684,0.605,0.316
-104,57,-64,127,-133,-33,6,-0.321,0.589,0.8
10,-60,155,52,-104,-72,15,-0.355,0.115,0.43
-14,6,75,31,159,4,-6,-0.124,-0.077,1.006
-86,-99,-15,149,156,-6,-105,-0.499,0.58,0.04
-79,-30,-155,81,-71,-43,123,-0.448,0.801,0.234
-41,-67,127,-3,-148,-2,-164,0.06,0.326,0.296
-107,-52,31,124,156,60,90,-0.069,-0.301,0.218
-40,-37,-28,79,27,-49,-82,0.043,-0.282,0.106
-68,-118,-142,122,128,-60,-69,-0.034,0.187,0.316
44,-100,50,99,-175,-69,-162,-0.197,0.028,0.997
-96,15,128,12,122,-35,168,-0.568,-0.299,0.258
-24,28,-143,69,66,87,-110,0.707,0.077,-0.413
-67,-99,146,145,-87,-82,16,-0.391,1.006,0.29
-10,-69,-49,15,-121,-20,59,-0.567,-0.08,0.262
-27,13,8,-3,-76,-43,-11,-0.345,-0.546,0.24
6,-122,-26,55,-78,-40,64,-0.108,-0.091,-0.184
-85,-26,-4,103,-96,44,12,0.056,-0.624,0.303
-109,25,-90,44,25,70,145,-0.064,0.304,1.175
33,-107,88,135,-95,-32,48,0.41,0.357,0.26
-45,-106,120,12,101,-53,-10,0.02,-0.58,0.624
2,-6,-115,97,81,109,-69,-0.007,-0.244,0.752
-132,-96,97,122,48,-87,-162,-0.375,0.245,-0.199
-133,-27,-37,127,28,86,-111,0.003,0.411,0.546
-96,5,-4,88,102,75,3,-0.023,0.857,0.67
17,-12,26,122,-72,2,108,-0.018,-0.618,0.275
-31,-37,118,117,-128,70,140,-0.31,0.043,0.679
38,-73,109,13,85,-19,-138,0.953,-0.147,-0.196
-10,7,3,95,170,-16,-76,-0.363,-0.097,0.742
-76,59,-50,84,27,-38,31,-0.589,-0.205,0.123
-4,-77,147,58,6,-63,115,0.427,-0.542,-0.203
-3,-58,2,72,6,56,-99,0.208,-0.5,0.357
47,-110,-139,29,98,-50,168,-0.572,0.248,0.377
-119,-45,-143,7,-101,-16,167,-0.283,-0.041,0.793
18,-88,93,57,120,-87,120,-0.19,-0.468,1.069
-113,29,9,67,-1,13,-170,-0.611,0.021,0.301
28,-95,130,53,-5,-14,19,0.548,0.015,0.176
8,18,102,6,-33,56,-9,0.355,-0.574,0.903
48,-93,-154,60,-137,-84,-159,-0.287,-0.541,0.275
-134,50,165,82,20,119,121,0.24,0.006,1.242
14,32,116,62,-162,68,-123,0.005,0.733,0.82
-113,-83,-159,15,137,118,-66,0.115,-0.547,0.168
21,-118,-166,127,78,71,73,0.107,0.458,0.866
-98,59,-63,98,-79,-65,158,-0.3,0.406,0.371
-15,22,-86,26,-98,64,-14,-0.583,0.131,-0.457
-24,-89,142,65,133,97,91,-0.099,-0.178,0.162
29,-76,-20,99,-35,81,120,0.598,0.295,0.62
-73,-10,-80,72,141,-37,81,-0.013,-0.227,-0.196
-2,55,-30,58,-92,92,-89,0.369,0.125,0.463
-111,40,24,68,121,4,-66,0.1,0.765,0.152
-139,-73,-71,132,-89,-41,-87,0.197,-0.583,0.023
-76,29,49,148,115,-30,-25,0.254,-0.122,0.142
-141,-92,162,86,-44,-89,124,-0.441,-0.369,0.429
-83,40,107,121,-76,74,66,-0.504,-0.298,-0.329
-134,-113,85,90,-111,-82,-78,0.544,0.28,0.585
-6,2,-116,38,48,38,124,1.064,-0.187,0.278
-1,-49,91,134,73,-67,-130,0.376,-0.314,0.836
-77,-40,96,50,54,-30,-2,-0.615,0.466,0.299
-26,-112,-103,127,-45,109,2,0.365,-0.256,0.862
-53,-33,69,111,149,26,107,-0.274,0.581,0.235
-83,-75,-17,79,162,-26,-62,0.011,-0.382,0.058
-114,38,82,84,-76,54,-60,0.27,-0.497,0.643
48,-111,-44,149,-7,55,57,-0.238,-0.067,0.629
-110,0,-156,68,16,-37,11,-0.018,0.53,0.834
21,-107,-15,40,0,14,134,0.046,-0.434,0.3
-102,-32,116,71,45,-18,-152,0.181,0.539,0.12
25,-47,-82,69,-162,-67,-41,-0.36,-0.432,-0.199
-15,-111,-76,134,107,-28,99,-0.571,0.165,0.39
29,46,-38,147,-2,-22,-66,-0.382,0.238,0.031
-70,43,107,72,-46,48,-40,0.18,-0.109,0.481
-91,-58,154,124,-101,-11,62,0.641,-0.03,0.56
-68,-54,136,68,9,-33,-173,0.675,0.129,-0.245
-11,-97,31,16,84,81,149,0.405,0.443,0.377
-70,-116,169,98,-48,27,-97,0.17,-0.183,0.241
31,-44,-95,115,-87,-64,-32,-0.143,-0.587,0.779
-119,-100,148,42,-130,29,174,0.436,0.276,0.693
-23,-59,-144,62,88,-25,122,0.799,0.305,-0.079
-12,48,-134,25,21,-60,16,0.007,-0.609,0.311
-119,-75,82,101,-139,55,-163,0.326,0.234,1.07
4,-47,-116,138,138,79,166,-0.2,0.248,-0.231
7,1,166,82,-123,54,66,0.162,0.3,0.857
-70,-72,163,127,-6,76,143,-0.758,0.014,0.478
-85,-76,-57,88,147,-4,-123,0.153,-0.241,0.888
-104,-57,93,43,-69,-56,-85,0.372,-0.347,0.998
-3,-107,145,45,49,33,78,-0.365,0.082,1.032
-15,-20,-75,62,84,-26,136,0.213,0.735,0.697
-127,41,128,62,-124,44,-114,-0.838,0.149,-0.012
-9,17,-92,108,107,23,100,0.539,0.414,0.155
-125,-46,-83,125,-76,-50,-144,-0.28,-0.792,-0.09
-105,-19,-160,10,-125,-63,12,-0.556,-0.003,0.343
27,-21,-27,98,-106,-34,30,0.331,-0.079,-0.13
-54,9,112,18,78,-74,83,-0.307,0.386,-0.298
-22,-123,-163,37,-86,-8,169,-0.293,0.715,-0.104
-82,47,38,127,-107,-14,-164,-0.415,-0.512,-0.268
-41,31,-103,16,-159,-82,101,0.104,-0.418,0.143
-25,37,-150,48,171,87,-149,0.236,-0.452,0.691
-12,-97,-137,35,84,95,166,-0.134,-0.085,0.602
-129,-67,-144,90,-108,-66,-62,-0.263,0.48,-0.105
-50,14,-4,110,-61,54,65,0.413,-0.102,0.094
49,7,-93,104,80,-72,-72,0.16,-0.304,0.235
39,5,73,124,-36,44,-169,-0.548,-0.357,0.466
-16,-111,24,115,16,-19,32,0.135,0.639,0.678
-120,17,63,65,-59,76,32,-0.308,0.058,0.949
-18,-97,-138,118,-126,-4,27,0.413,-0.518,0.107
43,49,-167,131,82,55,48,-0.072,0.347,0.819
-118,-75,-62,37,-5,-51,-103,0.394,0.234,1.082
26,27,-51,37,-6,-74,-119,0.902,0.332,0.22
-127,-39,-90,117,-1,10,121,-0.155,0.087,0.089
1,15,7,46,-78,46,100,0.358,-0.045,-0.36
-40,-51,49,66,-32,106,116,-0.271,0.325,0.065
-68,22,-94,84,2,-59,-166,0.228,-0.173,0.393
-109,-80,14,73,95,104,106,-0.577,-0.111,0.154
-125,-35,-159,32,-52,-78,60,0.502,-0.372,-0.03
-106,-93,35,23,-145,53,148,0.245,0.507,0.507
-61,-17,13,38,45,116,34,0.239,0.518,-0.061
-52,-104,-111,118,-50,9,-17,-0.504,-0.05,-0.174
-13,33,-47,16,-16,21,88,0.148,0.103,0.335
-137,-22,-80,42,3,-3,-171,0.359,-0.012,0.288
-112,-35,104,131,-111,-83,32,0.659,0.087,-0.339
13,-92,108,96,-120,-30,-79,0.16,-0.288,-0.326
-97,-28,-55,23,25,-31,14,0.085,0.565,0.543
47,17,-168,56,84,78,130,0.396,0.403,0.094
-91,-58,-162,62,-98,38,-134,0.378,0.683,0.625
-104,-97,24,121,-132,22,-26,0.084,0.568,0.137
27,-73,139,64,122,62,-66,0.388,0.135,-0.46
40,31,10,45,164,-89,-88,0.49,-0.365,0.902
-121,-98,-28,9,-26,77,-64,0.093,-0.549,-0.091
48,-2,124,30,-165,-75,156,0.236,0.447,-0.296
11,-50,-96,141,-96,114,-125,-0.127,0.469,0.636
-55,28,-155,135,82,-41,-148,0.27,-0.092,-0.1
-7,42,-133,93,-33,-46,-92,-0.208,0.169,-0.074
-119,-25,170,45,-105,-55,14,0.44,0.497,0.76
44,-36,134,97,-34,5,-115,0.062,0.15,-0.027
-16,38,168,90,60,43,143,0.408,0.299,0.443
-109,-114,140,141,-16,-73,-122,0.273,-0.069,0.261
-77,39,-69,32,164,29,58,-0.47,-0.521,0.458
37,-42,-114,110,32,1,-51,0.195,-0.034,0.67
46,-89,70,86,101,69,-131,0.5,0.325,0.56
-7,-32,-142,125,143,-74,22,0.073,0.168,1.057
-139,-93,102,2,88,-36,166,0.265,-0.346,-0.082
-106,-42,-66,34,-166,36,147,-0.067,0.296,0.318
-74,-16,156,26,-83,119,-31,0.943,-0.165,0.098
-6,-17,-51,91,-130,71,34,-0.038,-0.061,0.365
-1,-105,19,125,84,57,-71,0.226,-0.887,0.609
-48,7,-8,114,-5,70,-113,0.313,0.593,0.886
-118,-115,93,82,153,-30,-88,0.226,-0.753,0.513
37,-63,138,41,59,-88,137,-0.351,-0.372,0.231
-61,-25,139,137,-18,79,165,0.086,0.307,0.857
-28,-33,48,-2,115,13,139,0.45,-0.29,0.157
-20,18,82,120,145,27,73,0.14,0.029,0.983
-41,33,-135,110,11,-58,-90,-0.118,-0.269,0.312
-14,-106,-126,66,159,-61,-37,-0.1,0.036,0.242
12,-82,-124,119,-87,110,108,0.061,0.196,0.888
-77,-111,108,-3,156,118,69,-0.039,0.132,-0.018
-86,-115,-41,137,-139,-23,66,0.296,-0.54,0.171
-65,27,-48,52,-51,-21,-141,-0.44,-0.664,0.285
-66,-103,51,73,106,-2,-44,0.079,0.079,0.506
-84,28,85,77,25,115,171,-0.356,-0.397,-0.073
-90,-82,-71,111,7,69,106,0.572,0.064,0.408
-66,-7,-32,123,-49,57,92,0.196,0.304,0.017
27,29,118,111,84,-13,24,0.103,0.159,-0.386
-122,-53,119,34,50,102,122,-0.409,0.276,0.502
-41,-18,81,58,9,74,-21,-0.115,0.645,0.406
39,-18,47,74,-135,4,-66,0.436,0.416,0.535
43,-21,148,8,54,8,160,-0.612,-0.219,-0.179
-5,-119,-20,42,-28,-77,49,-0.362,0.181,0.683
-118,43,-166,102,-51,-42,-169,-0.067,-0.603,0.248
-86,-8,-141,59,-44,-25,-127,0.062,-0.022,-0.348
-73,-43,-68,86,-123,1,-47,0.313,0.34,0.349
-82,55,-23,-1,-134,33,66,-0.335,0.038,0.803
40,-56,-71,78,74,35,-144,0.245,0.179,0.658
-120,-110,-132,123,0,-74,-78,0.091,-0.604,0.377
-36,-74,31,47,96,-4,2,0.029,0.024,0.354
-112,-25,112,56,-120,97,91,0.035,-0.13,0.85
-94,-34,-84,62,113,-6,-18,-0.418,-0.578,-0.283
-47,9,87,3,69,69,-105,-0.303,0.156,0.735
50,-22,-9,60,172,-46,-89,-0.075,-0.004,-0.17
13,-38,-165,65,-76,-4,6,-0.286,-0.33,0.569
-18,5,-157,40,12,49,139,0.011,0.04,0.961
38,-105,73,136,-116,14,112,0.166,0.393,0.254
-26,-108,-58,106,129,-44,116,-0.507,0.656,0.504
-21,-29,23,84,-46,119,-121,-0.28,-0.404,0.739
15,17,-106,69,-24,-12,145,0.901,-0.223,0.145
-125,-18,-171,126,-64,-48,-72,0.319,0.136,0.928
-131,-98,-38,67,96,9,0,0.392,0.312,0.139
-22,-78,97,87,-155,-86,133,0.275,0.556,0.306
-83,-42,72,141,96,-62,-86,0.463,-0.109,0.224
-106,36,4,2,49,68,59,0.516,-0.415,0.038
-4,-36,-96,16,125,115,-87,-0.454,0.332,0.597
-104,-118,-56,118,-23,-82,-90,-0.219,0.561,0.879
-83,3,55,18,134,44,-5,-0.348,-0.384,-0.512
-74,-78,-35,110,87,-24,-71,-0.254,-0.342,-0.09
27,56,-77,-1,-79,119,50,-0.121,-0.551,0.934
-98,-18,-1,44,-95,-70,-79,-0.611,0.459,0.913
-66,27,-148,40,12,77,-125,-0.532,-0.224,-0.017
-129,-112,162,56,30,114,-156,-0.672,0.125,0.954
-112,14,43,126,121,10,-128,0.626,0.122,0.511
-115,-23,161,68,-65,82,59,-0.371,-0.601,-0.293
16,-57,-45,39,-1,8,44,0.067,0.537,0.763
